BAR000017,prod4,geo3,16.718164443969727,47.095507780366816,9905.174696866005,9858.852949277187
BAR000018,prod4,geo3,16.718164443969727,47.40602121871951,9905.174696866005,10415.544937010322
BAR000028,prod1,geo2,17.244728088378906,44.87511092148966,10158.216801936735,10020.316838369867
BAR000031,prod1,geo1,-9999.0,45.47996387414649,10203.15341332314,12670.717555525338
BAR000033,prod1,geo3,-9999.0,44.47606421686099,10203.15341332314,13678.197138437177
BAR000034,prod2,geo1,-9999.0,44.74267993654081,11839.641302228218,12286.824852817275
BAR000035,prod2,geo1,-9999.0,45.42027479429301,11839.641302228218,13090.50356663247
BAR000036,prod2,geo1,-9999.0,45.46116746977212,11839.641302228218,13115.053568564408
BAR000037,prod2,geo1,-9999.0,44.8211103998609,11839.641302228218,12254.446734850426
BAR000038,prod2,geo1,-9999.0,45.18562019119621,11839.641302228218,13056.534914020958
BAR000039,prod2,geo2,-9999.0,44.50814027284136,11839.641302228218,12465.90627529763
BAR000040,prod2,geo2,-9999.0,45.15516914148499,11839.641302228218,13054.66713365139
BAR000041,prod2,geo2,-9999.0,44.646623252303606,11839.641302228218,12992.747087917956
BAR000042,prod2,geo2,-9999.0,44.0119476870869,11839.641302228218,12482.641461248259
BAR000043,prod2,geo2,-9999.0,44.25155867559839,11839.641302228218,12708.764452514379
BAR000044,prod2,geo3,-9999.0,45.801995912923545,11839.641302228218,13271.982352056319
BAR000045,prod2,geo3,-9999.0,44.75683551713823,11839.641302228218,13562.54381576832
BAR000046,prod2,geo3,-9999.0,45.3606484250122,11839.641302228218,12546.990472558953
BAR000047,prod2,geo3,-9999.0,45.282464609901716,11839.641302228218,12905.402565458036
BAR000048,prod2,geo3,-9999.0,45.584549327284385,11839.641302228218,11812.30982363729
BAR000049,prod3,geo1,15.586615562438965,40.73790431477984,9895.00822412629,9381.909857640729
BAR000050,prod3,geo1,15.586615562438965,38.986907232612964,9895.00822412629,9446.111185573303
BAR000051,prod3,geo1,15.586615562438965,40.8489548574096,9895.00822412629,9332.5690921135
BAR000052,prod3,geo1,15.586615562438965,39.41174588906877,9895.00822412629,9559.53259111768
BAR000053,prod3,geo1,15.586615562438965,39.56304704548044,9895.00822412629,8885.109389801662
BAR000054,prod3,geo2,15.586615562438965,40.00320303279823,9895.00822412629,9099.465768629214
BAR000055,prod3,geo2,15.586615562438965,39.287036397191365,9895.00822412629,9141.227854586696
BAR000056,prod3,geo2,15.586615562438965,40.017994453560966,9895.00822412629,9519.588169642297
BAR000057,prod3,geo2,15.586615562438965,39.66148758704405,9895.00822412629,9386.459268779885
BAR000058,prod3,geo2,15.586615562438965,40.76872806469727,9895.00822412629,9313.261842112019
